0.0	0
0.0	0
0.0	0
0.0	0
0.0	0
0.0	0
0.0	0
0.0	0
0.0	0
0.0	0
0.0	0
0.0	0
-8.14697981114816	2
-8.332281830033345	3
-8.49905364703001	3
-8.649148282327008	3
-8.784233454094307	3
-8.905810108684877	3
-9.01522909781639	2
-9.113706188034751	3
-9.202335569231277	3
0.0	0
0.0	0
-7.94108867905351	2
-8.14697981114816	2
-8.332281830033345	2
-8.49905364703001	2
-8.649148282327008	2
-8.784233454094307	2
-8.905810108684877	2
-9.01522909781639	3
-9.28210201230815	0
0.0	0
0.0	0
-7.7123207545039	2
-7.94108867905351	3
-8.14697981114816	3
-8.332281830033345	3
-8.49905364703001	3
-8.649148282327008	3
-8.784233454094307	3
-8.905810108684877	3
-9.353891811077334	0
0.0	0
0.0	0
-7.458134171671	2
-7.7123207545039	3
-8.332281830033345	0
-8.49905364703001	0
-8.649148282327008	0
-8.784233454094307	0
-8.905810108684877	0
-9.47665236697264	1
-9.4185026299696	0
0.0	0
0.0	0
-7.175704635190001	2
-7.458134171671	3
-8.49905364703001	0
-8.649148282327008	3
-8.784233454094307	3
-8.905810108684877	3
-9.57608841724784	1
-9.528987130275377	1
-9.47665236697264	0
0.0	0
0.0	0
-6.861894039100001	2
-7.175704635190001	3
-8.649148282327008	0
-8.784233454094307	0
-2.71	2
-1.9	2
-1.0	2
-9.57608841724784	0
-9.528987130275377	0
0.0	0
0.0	0
-6.5132155990000005	2
-6.861894039100001	3
-8.784233454094307	0
-2.71	1
-1.9	1
-1.0	1
0.0	0
-1.0	3
-9.57608841724784	0
0.0	0
0.0	0
-6.12579511	2
-5.6953279000000006	2
-5.217031	2
-3.439	1
-2.71	0
-1.9	0
-1.0	0
-9.656631617970751	1
-9.618479575523056	0
0.0	0
0.0	0
-5.6953279000000006	1
-5.217031	1
-4.68559	1
-4.0951	1
-3.439	0
-4.0951	3
-4.68559	3
-5.217031	3
-9.656631617970751	0
0.0	0
0.0	0
0.0	0
0.0	0
0.0	0
0.0	0
0.0	0
0.0	0
0.0	0
0.0	0
0.0	0
0.0	0
